cid,iupac_name,canonical_smiles,mol_wt_rdkit,heavy_atom_count,C_count,O_count,N_count,S_count,halogen_count,aromatic_ring_count,pred_homo_ev,pred_lumo_ev,pred_gap_ev
176557,"[(1R,2S,6R,10S,11R,13S,15R)-1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxo-13-tetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dienyl] hexanoate",CCCCCC(=O)OC12CC(C3(C(C1C2(C)C)C=C(CC4(C3C=C(C4=O)C)O)CO)O)C,446.5840000000002,32,26,6,0,0,0,0,-8.4023,0.7486,9.0308
339376,"3-(3,4-dihydro-1H-isoquinolin-2-ylmethyl)imidazolidine-2,4-dione",C1CN(CC2=CC=CC=C21)CN3C(=O)CNC3=O,245.28199999999995,18,13,2,3,0,0,1,-7.8222,0.8938,8.6911
738254,N-(4-fluoro-3-nitrophenyl)-1-benzofuran-2-carboxamide,C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC(=C(C=C3)F)[N+](=O)[O-],300.245,22,15,4,2,0,1,3,-8.3919,-0.7734,7.5759
306850,N-[(2-chlorophenyl)methylideneamino]-4-nitroaniline,C1=CC=C(C(=C1)C=NNC2=CC=C(C=C2)[N+](=O)[O-])Cl,275.695,19,13,2,3,0,1,2,-8.2613,-0.5889,7.8725
303388,N-(4-methoxyphenyl)furan-2-carboxamide,COC1=CC=C(C=C1)NC(=O)C2=CC=CO2,217.224,16,12,3,1,0,0,2,-7.9669,0.482,8.672
600557,4-(1-phenylethyl)morpholine,CC(C1=CC=CC=C1)N2CCOCC2,191.27399999999992,14,12,1,1,0,0,1,-7.7213,1.7696,9.5464
280330,"2-(hydroxymethyl)-5-(4-nitroindazol-2-yl)oxolane-3,4-diol",C1=CC2=NN(C=C2C(=C1)[N+](=O)[O-])C3C(C(C(O3)CO)O)O,295.251,21,12,6,3,0,0,2,-8.4316,0.6274,8.7851
998661,"cis-(1R,2S)-2-(4-chlorophenyl)-N-[2-fluoro-5-(trifluoromethyl)phenyl]cyclopropane-1-carboxamide",C1C(C1C(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)C3=CC=C(C=C3)Cl,357.73400000000004,24,17,1,1,0,5,2,-8.42,0.3991,8.5725
899696,"(4Z)-4-[(2,5-dimethylphenyl)methylidene]-2-naphthalen-1-yl-1,3-oxazol-5-one",CC1=CC(=C(C=C1)C)C=C2C(=O)OC(=N2)C3=CC=CC4=CC=CC=C43,327.38300000000004,25,22,2,1,0,0,3,-7.9584,-0.2149,7.7575
539404,"2-methyl-1,3-oxazole-4-carboxylic acid",CC1=NC(=CO1)C(=O)O,127.09899999999996,9,5,3,1,0,0,1,-9.0097,0.6178,9.4861
943882,"4-(4-anilinophenyl)-3-pyridin-4-yl-1H-1,2,4-triazole-5-thione",C1=CC=C(C=C1)NC2=CC=C(C=C2)N3C(=NNC3=S)C4=CC=NC=C4,345.43100000000004,25,19,0,5,1,0,4,-7.3207,0.0515,7.5583
712297,"N-(2,5-dimethylphenyl)-2-oxo-8-prop-2-enylchromene-3-carboxamide",CC1=CC(=C(C=C1)C)NC(=O)C2=CC3=C(C(=CC=C3)CC=C)OC2=O,333.3870000000001,25,21,3,1,0,0,3,-7.7682,0.1279,7.7566
854780,"4-cyclohexyl-3-(2-methoxyphenyl)-1H-1,2,4-triazole-5-thione",COC1=CC=CC=C1C2=NNC(=S)N2C3CCCCC3,289.4040000000001,20,15,1,3,1,0,2,-7.5148,0.4993,8.1809
99851,N-(1-pyridin-2-ylethylidene)hydroxylamine,CC(=NO)C1=CC=CC=N1,136.15399999999997,10,7,1,2,0,0,1,-8.2128,0.7168,9.2217
142176,"1,1,1-trifluoro-N-phenyl-N-(trifluoromethylsulfonyl)methanesulfonamide",C1=CC=C(C=C1)N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,357.253,21,8,4,1,2,6,1,-9.5413,-0.5001,8.6553
786531,N-(2-methoxy-2-methylpropyl)-4-methylbenzenesulfonamide,CC1=CC=C(C=C1)S(=O)(=O)NCC(C)(C)OC,257.355,17,12,3,1,1,0,1,-8.4186,0.9049,9.2641
823857,"(2R)-6-benzylsulfanyl-2-(2-methylpropyl)-4-oxo-2,3-dihydro-1,3-thiazine-5-carbonitrile",CC(C)CC1NC(=O)C(=C(S1)SCC2=CC=CC=C2)C#N,318.46700000000004,21,16,1,2,2,0,1,-7.9666,0.1865,7.8451
431590,[[amino(phenyl)methylidene]amino]-benzyl-dimethylazanium,C[N+](C)(CC1=CC=CC=C1)N=C(C2=CC=CC=C2)N,254.357,19,16,0,3,0,0,2,-7.3924,0.9921,8.8704
963399,"N-[4-(4-methylphenyl)-1,3-thiazol-2-yl]-1,3-benzothiazol-2-amine",CC1=CC=C(C=C1)C2=CSC(=N2)NC3=NC4=CC=CC=C4S3,323.446,22,17,0,3,2,0,4,-7.4277,0.1685,7.8277
62166,"ethyl 2-methylpenta-3,4-dienoate",CCOC(=O)C(C)C=C=C,140.18199999999996,10,8,2,0,0,0,0,-8.8208,0.7016,9.7175
290795,"2-nitroso-3-quinoxalin-2-ylprop-1-ene-1,1-diol",C1=CC=C2C(=C1)N=CC(=N2)CC(=C(O)O)N=O,231.211,17,11,3,3,0,0,2,-8.0975,-0.1429,7.8533
909166,2-(dihydroxyamino)-N-[3-(5-methylfuran-2-yl)prop-2-enoylimino]benzamide,CC1=CC=C(O1)C=CC(=O)N=NC(=O)C2=CC=CC=C2N(O)O,315.285,23,15,5,3,0,0,2,-8.0673,-0.6636,7.6476
687758,N-[(4-hydroxyphenyl)methylideneamino]-5-(5-methylthiophen-2-yl)-1H-pyrazole-3-carboxamide,CC1=CC=C(S1)C2=CC(=NN2)C(=O)NN=CC3=CC=C(C=C3)O,326.3810000000001,23,16,2,4,1,0,3,-7.6281,0.1941,7.9144
133052,4-nitro-2-(3-phenylpropylamino)benzoate,C1=CC=C(C=C1)CCCNC2=C(C=CC(=C2)[N+](=O)[O-])C(=O)[O-],299.30600000000004,22,16,4,2,0,0,2,-8.5557,-0.2285,8.1648
735500,"(7R)-7-methyl-2-sulfanylidene-5,6,7,8-tetrahydro-1H-[1]benzothiolo[2,3-d]pyrimidin-4-one",CC1CCC2=C(C1)SC3=C2C(=O)NC(=S)N3,252.364,16,11,1,2,2,0,2,-7.5803,0.5717,8.2958
908150,(2R)-2-[3-(2-hydroxy-4-methyl-7-oxochromen-3-yl)propanoylamino]propanoic acid,CC1=C2C=CC(=O)C=C2OC(=C1CCC(=O)NC(C)C(=O)O)O,319.313,23,16,6,1,0,0,0,-8.0429,-0.1704,7.9005
139137,butan-2-yl but-2-enoate,CCC(C)OC(=O)C=CC,142.19799999999998,10,8,2,0,0,0,0,-9.0231,1.3888,10.4155
153348,2-amino-4-[4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,CCC(=C(CC)C1=CC(=C(C=C1)O)N)C2=CC=C(C=C2)O,283.371,21,18,2,1,0,0,2,-7.4522,0.6853,8.3738
745952,8-methyl-2-phenylquinoline-4-carboxylic acid,CC1=C2C(=CC=C1)C(=CC(=N2)C3=CC=CC=C3)C(=O)O,263.29599999999994,20,17,2,1,0,0,3,-7.9148,-0.0816,8.2363
337743,5-nitro-2-pyridin-2-yl-1-(2-pyridin-4-ylethyl)benzimidazole,C1=CC=NC(=C1)C2=NC3=C(N2CCC4=CC=NC=C4)C=CC(=C3)[N+](=O)[O-],345.3620000000001,26,19,2,5,0,0,4,-8.3589,-0.2924,7.926
868727,"3-(2,4-dichlorophenyl)-N-(3-methoxyphenyl)prop-2-enamide",COC1=CC=CC(=C1)NC(=O)C=CC2=C(C=C(C=C2)Cl)Cl,322.19100000000003,21,16,2,1,0,2,2,-8.0956,-0.1277,7.9332
259580,1-[4-(4-chlorophenyl)piperazin-1-yl]-3-(4-methoxyphenoxy)propan-2-ol,COC1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=C(C=C3)Cl)O,376.884,26,20,3,2,0,1,2,-7.3943,1.1762,8.5385
798463,(2R)-1-carbazol-9-yl-3-pyridin-1-ium-1-ylpropan-2-ol,C1=CC=[N+](C=C1)CC(CN2C3=CC=CC=C3C4=CC=CC=C42)O,303.385,23,20,1,2,0,0,4,-7.6077,0.6752,8.427
884533,"N-[(3,5-dimethylphenyl)carbamothioyl]-4-fluorobenzamide",CC1=CC(=CC(=C1)NC(=S)NC(=O)C2=CC=C(C=C2)F)C,302.374,21,16,1,2,1,1,2,-7.8885,0.2251,7.9862
709084,"4-bromo-2-[(3,5-dimethylphenyl)iminomethyl]phenol",CC1=CC(=CC(=C1)N=CC2=C(C=CC(=C2)Br)O)C,304.187,18,15,1,1,0,1,2,-7.5901,0.3249,8.2344
411777,triethyl-[2-(piperidine-1-carbonyloxy)ethyl]azanium,CC[N+](CC)(CC)CCOC(=O)N1CCCCC1,257.3979999999999,18,14,2,2,0,0,0,-8.0572,2.833,10.9214
149078,N-ethyl-3-hydroxy-2-phenyl-N-(pyridin-4-ylmethyl)propanamide;3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2.CNCC(C1=CC(=CC=C1)O)O,451.5670000000001,33,26,4,3,0,0,3,-7.7189,0.9177,8.4952
605475,(2-bromo-4-fluorophenyl) 2-bromoacetate,C1=CC(=C(C=C1F)Br)OC(=O)CBr,311.932,13,8,2,0,0,3,1,-8.9517,-0.2222,8.8708
663122,"tert-butyl N-[(1S)-1-(5-methylsulfanyl-1,3,4-oxadiazol-2-yl)ethyl]carbamate",CC(C1=NN=C(O1)SC)NC(=O)OC(C)(C)C,259.331,17,10,3,3,1,0,1,-8.2625,0.9315,9.0478
281771,"[10,13-dimethyl-17-(6-oxopyran-3-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",CC(=O)OC1CCC2(C(C1)CCC3C2CCC4(C3CCC4C5=COC(=O)C=C5)C)C,412.57000000000016,30,26,4,0,0,0,1,-8.393,1.5048,9.6027
658310,2-[(1-butylbenzimidazol-2-yl)iminomethyl]-4-methoxyphenol,CCCCN1C2=CC=CC=C2N=C1N=CC3=C(C=CC(=C3)OC)O,323.3960000000001,24,19,2,3,0,0,3,-7.5704,0.151,7.9865
434347,"3,4-dimethyl-2,5-diphenyl-1,3-oxazolidine",CC1C(OC(N1C)C2=CC=CC=C2)C3=CC=CC=C3,253.34500000000003,19,17,1,1,0,0,2,-7.635,1.2069,8.8265
393397,N-[[2-(5-methoxy-3-methylidenepentyl)cycloheptylidene]amino]-N-methylmethanamine,CN(C)N=C1CCCCCC1CCC(=C)CCOC,266.4289999999999,19,16,1,2,0,0,0,-7.5781,1.6693,9.4746
473948,"[4-(3,5-dichlorophenyl)sulfanyl-1-methyl-5-propan-2-ylimidazol-2-yl]methanol",CC(C)C1=C(N=C(N1C)CO)SC2=CC(=CC(=C2)Cl)Cl,331.2679999999999,20,14,1,2,1,2,2,-7.8992,0.547,8.3672
79185,octyl dodecanoate,CCCCCCCCCCCC(=O)OCCCCCCCC,312.53800000000007,22,20,2,0,0,0,0,-9.4483,2.4676,12.0047
664407,"6-[(4-fluorophenyl)methyl]-2-(furan-2-ylmethylidene)-[1,3]thiazolo[3,2-b][1,2,4]triazine-3,7-dione",C1=COC(=C1)C=C2C(=O)N3C(=NC(=O)C(=N3)CC4=CC=C(C=C4)F)S2,355.35,25,17,3,3,1,1,4,-8.3564,-0.6797,7.6698
833198,N-(2-chlorophenyl)-N'-[[(2R)-2-ethylcyclopentylidene]amino]butanediamide,CCC1CCCC1=NNC(=O)CCC(=O)NC2=CC=CC=C2Cl,335.83500000000004,23,17,2,3,0,1,1,-8.0729,0.9999,8.9723
922879,N-[(3-chloro-2-methylphenyl)carbamothioyl]-3-thiophen-2-ylprop-2-enamide,CC1=C(C=CC=C1Cl)NC(=S)NC(=O)C=CC2=CC=CS2,336.869,21,15,1,2,2,1,2,-7.8005,0.5423,8.1667
806234,[(2S)-1-morpholin-4-ylpropan-2-yl] 4-methylbenzoate,CC1=CC=C(C=C1)C(=O)OC(C)CN2CCOCC2,263.337,19,15,3,1,0,0,1,-7.7665,1.1717,8.7686
97617,10H-phenothiazine-3-carbonitrile,C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)C#N,224.288,16,13,0,2,1,0,2,-7.4336,0.0654,7.6159
422420,2-(diethylamino)propyl 1-methyl-2-oxoquinoline-4-carboxylate,CCN(CC)C(C)COC(=O)C1=CC(=O)N(C2=CC=CC=C21)C,316.401,23,18,3,2,0,0,2,-7.7251,0.5557,8.5061
540660,"1-[8-(2-oxopropyl)-5,11-dioxa-2,4,6,8,10,12-hexazatricyclo[7.3.0.03,7]dodeca-1(12),3,6,9-tetraen-2-yl]propan-2-one",CC(=O)CN1C2=NON=C2N(C3=NON=C31)CC(=O)C,278.228,20,10,4,6,0,0,2,-8.6617,-0.3467,8.2708
786225,"N-[(2,4-difluorophenyl)methylideneamino]-2-(4-ethylpiperazin-1-yl)acetamide",CCN1CCN(CC1)CC(=O)NN=CC2=C(C=C(C=C2)F)F,310.348,22,15,1,4,0,2,1,-7.7481,0.931,8.8595
291741,"4-(2-methyl-9,10-dioxoanthracen-1-yl)oxybenzenesulfonamide",CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)OC4=CC=C(C=C4)S(=O)(=O)N,393.4200000000001,28,21,5,1,1,0,3,-8.3682,-0.9943,7.0508
728450,"N-[4-(1,3-benzoxazol-2-yl)phenyl]-3-phenylpropanamide",C1=CC=C(C=C1)CCC(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4O3,342.3980000000001,26,22,2,2,0,0,4,-7.8207,0.2644,8.2
981820,"4-[4-[4-(2,3-dichlorophenyl)piperazin-1-yl]anilino]-4-oxobut-2-enoic acid",C1CN(CCN1C2=CC=C(C=C2)NC(=O)C=CC(=O)O)C3=C(C(=CC=C3)Cl)Cl,420.2960000000001,28,20,3,3,0,2,2,-7.8505,0.1441,7.7475
919934,"[(7R)-7-tert-butyl-2-methylsulfanyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl]hydrazine",CC(C)(C)C1CCC2=C(C1)SC3=NC(=NC(=C23)NN)SC,322.503,21,15,0,4,2,0,2,-7.3995,0.7269,8.411
387000,6-methoxy-N-[3-[(6-methoxynaphthalene-2-carbonyl)amino]propyl]naphthalene-2-carboxamide,COC1=CC2=C(C=C1)C=C(C=C2)C(=O)NCCCNC(=O)C3=CC4=C(C=C3)C=C(C=C4)OC,442.51500000000016,33,27,4,2,0,0,4,-7.556,0.4185,7.9735
476783,"(2R,3R)-8-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C(=C6)O)O)O)O,594.5250000000004,43,30,13,0,0,0,4,-7.2824,-0.0092,7.4478
996414,"methyl (4S,7S)-4-(2-bromo-4,5-dimethoxyphenyl)-7-(3,4-dimethoxyphenyl)-2-methyl-5-oxo-4,6,7,8-tetrahydro-1H-quinoline-3-carboxylate",CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC(=C(C=C3)OC)OC)C4=CC(=C(C=C4Br)OC)OC)C(=O)OC,572.4520000000002,37,28,7,1,0,1,2,-7.1015,0.1815,7.8149
511752,"2-[(6,8-dibromo-5,7-dimethylimidazo[1,2-a]pyridin-3-yl)methylsulfanyl]ethanol",CC1=C(C2=NC=C(N2C(=C1Br)C)CSCCO)Br,394.13200000000006,18,12,1,2,1,2,2,-7.7561,0.5477,8.5005
343188,"3-benzylsulfinylpropane-1,2-diol",C1=CC=C(C=C1)CS(=O)CC(CO)O,214.286,14,10,3,0,1,0,1,-8.3134,1.3152,9.5668
610225,1-heptoxy-4-[2-(4-propylphenyl)ethynyl]benzene,CCCCCCCOC1=CC=C(C=C1)C#CC2=CC=C(C=C2)CCC,334.50300000000016,25,24,1,0,0,0,2,-7.6863,1.0747,8.9052
2594,[[2-[[3-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]butanoyl]amino]-3-phenylpropanoyl]amino] 4-chlorobenzoate,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NOC(=O)C2=CC=C(C=C2)Cl)NC(=O)OC(C)(C)C,518.0100000000002,36,26,6,3,0,1,2,-8.0856,0.4888,8.389
911116,(2S)-2-[(S)-(4-chlorophenyl)-hydroxymethyl]cyclohexan-1-one,C1CCC(=O)C(C1)C(C2=CC=C(C=C2)Cl)O,238.714,16,13,2,0,0,1,1,-8.3519,0.8767,9.1561
811740,"N-[(2R,3S,6S)-2,6-bis(furan-2-yl)-3-methylpiperidin-4-ylidene]hydroxylamine",CC1C(NC(CC1=NO)C2=CC=CO2)C3=CC=CO3,260.293,19,14,3,2,0,0,2,-7.5171,0.8982,8.5583
888320,N-(2-tert-butylphenyl)thiophene-2-carboxamide,CC(C)(C)C1=CC=CC=C1NC(=O)C2=CC=CS2,259.374,18,15,1,1,1,0,2,-7.6767,0.7481,8.5133
768317,4-bromo-N-[(4-chlorophenyl)methylideneamino]-1H-pyrazole-5-carboxamide,C1=CC(=CC=C1C=NNC(=O)C2=C(C=NN2)Br)Cl,327.569,18,11,1,4,0,2,2,-8.4679,0.0991,8.2294
97667,"4,5-dihydro-1H-benzo[g]indazol-7-ol",C1CC2=C(C3=C1C=C(C=C3)O)NN=C2,186.214,14,11,1,2,0,0,2,-7.5236,1.22,8.6838
766438,"(2R)-1-(2,6-dimethylphenoxy)-3-(2-propylbenzimidazol-1-yl)propan-2-ol",CCCC1=NC2=CC=CC=C2N1CC(COC3=C(C=CC=C3C)C)O,338.451,25,21,2,2,0,0,3,-7.7022,0.9644,8.5722
665679,"8-(4-benzylpiperidin-1-yl)-7-ethyl-3-methylpurine-2,6-dione",CCN1C2=C(N=C1N3CCC(CC3)CC4=CC=CC=C4)N(C(=O)NC2=O)C,367.4530000000001,27,20,2,5,0,0,3,-7.6076,0.7186,8.3378
696406,6-methoxy-2-methyl-3-[[(3S)-3-methylpiperidin-1-yl]methyl]-1H-quinolin-4-one,CC1CCCN(C1)CC2=C(NC3=C(C2=O)C=C(C=C3)OC)C,300.4020000000001,22,18,2,2,0,0,2,-7.611,0.732,8.3582
731161,"phenyl N-(6-methoxy-1,3-benzothiazol-2-yl)carbamate",COC1=CC2=C(C=C1)N=C(S2)NC(=O)OC3=CC=CC=C3,300.339,21,15,3,2,1,0,3,-7.5536,-0.1487,7.8908
375624,"3-[(4,5-dimethoxy-2-nitrophenyl)methoxycarbonyl]-1,3-thiazolidine-4-carboxylic acid",COC1=C(C=C(C(=C1)COC(=O)N2CSCC2C(=O)O)[N+](=O)[O-])OC,372.3550000000001,25,14,8,2,1,0,1,-8.4714,-0.6314,8.0398
891402,"2-(3,5-dimethylphenoxy)-1-[4-(4-fluorophenyl)piperazin-1-yl]ethanone",CC1=CC(=CC(=C1)OCC(=O)N2CCN(CC2)C3=CC=C(C=C3)F)C,342.414,25,20,2,2,0,1,2,-7.7534,0.936,8.7565
66408,"(8S,9S,11R,13S,14S,17R)-17-ethynyl-11-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",CC12CC(C3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O)OC,326.43600000000004,24,21,3,0,0,0,1,-7.8252,1.1542,9.3544
834329,"N-[(3-bromo-4,5-dimethoxyphenyl)methyl]-2H-tetrazol-5-amine",COC1=C(C(=CC(=C1)CNC2=NNN=N2)Br)OC,314.1430000000001,18,10,2,5,0,1,2,-8.0252,0.8321,8.9725
560385,O-phenyl N-(dimethylcarbamothioyl)-N-(4-thiocyanatophenyl)carbamothioate,CN(C)C(=S)N(C1=CC=C(C=C1)SC#N)C(=S)OC2=CC=CC=C2,373.5280000000001,24,17,1,3,3,0,2,-7.6209,-0.3298,7.4702
417036,"2-chloro-3-[(2,3,4,5,6-pentachlorophenyl)methyl]-1,3-benzothiazol-3-ium",C1=CC=C2C(=C1)[N+](=C(S2)Cl)CC3=C(C(=C(C(=C3Cl)Cl)Cl)Cl)Cl,432.9939999999999,22,14,0,1,1,6,3,-8.3975,-0.0625,8.1541
228412,"4-(3,5-dimethoxyphenyl)-1-methylpiperidine-4-carbonitrile",CN1CCC(CC1)(C#N)C2=CC(=CC(=C2)OC)OC,260.337,19,15,2,2,0,0,1,-7.791,1.4864,9.2323
864916,8-methyl-3-[[2-(trifluoromethyl)anilino]methyl]-1H-quinolin-2-one,CC1=C2C(=CC=C1)C=C(C(=O)N2)CNC3=CC=CC=C3C(F)(F)F,332.325,24,18,1,2,0,3,3,-7.8584,0.2291,8.0735
222143,(4-formyl-2-methoxyphenyl) 4-methoxybenzoate,COC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C=O)OC,286.283,21,16,5,0,0,0,2,-8.023,-0.3078,7.931
518747,10-methylhenicosane,CCCCCCCCCCCC(C)CCCCCCCCC,310.61000000000007,22,22,0,0,0,0,0,-9.0695,3.2928,12.0478
338549,"1,4,9,13,17,21,25-heptaoxaspiro[4.23]octacosane",C1CC2(CCCOCCCOCCCOCCCOCCCOC1)OCCO2,404.54400000000027,28,21,7,0,0,0,0,-8.7654,2.9795,11.9331
868582,"N-(1,5-diphenylpenta-1,4-dien-3-ylideneamino)furan-2-carboxamide",C1=CC=C(C=C1)C=CC(=NNC(=O)C2=CC=CO2)C=CC3=CC=CC=C3,342.398,26,22,2,2,0,0,3,-7.9608,-0.0143,7.667
297369,"2-[4-(cyanomethyl)-2,5-dimethoxyphenyl]acetonitrile",COC1=CC(=C(C=C1CC#N)OC)CC#N,216.24,16,12,2,2,0,0,1,-8.6404,0.1762,8.4633
573897,1-(benzenesulfonylmethyl)-7-oxabicyclo[4.1.0]heptane,C1CCC2(C(C1)O2)CS(=O)(=O)C3=CC=CC=C3,252.335,17,13,3,0,1,0,1,-8.7507,0.9454,9.3851
606008,"4-[5-(4-hydroxyphenyl)-3,4-dimethyloxolan-2-yl]-2-methoxyphenol",CC1C(C(OC1C2=CC=C(C=C2)O)C3=CC(=C(C=C3)O)OC)C,314.3810000000001,23,19,4,0,0,0,2,-7.666,1.086,8.5766
136938,3-methyl-1-benzofuran-2-carbaldehyde,CC1=C(OC2=CC=CC=C12)C=O,160.17199999999997,12,10,2,0,0,0,2,-8.5245,-0.1745,8.2027
593644,1-methyl-2-pyridin-2-ylpyridin-1-ium iodide,C[N+]1=CC=CC=C1C2=CC=CC=N2.[I-],298.127,14,11,0,2,0,1,2,-8.1843,0.6052,8.888
893830,"(3R)-1-phenyl-3-[[(1S)-1-phenylethyl]amino]pyrrolidine-2,5-dione",CC(C1=CC=CC=C1)NC2CC(=O)N(C2=O)C3=CC=CC=C3,294.354,22,18,2,2,0,0,2,-7.8545,0.8274,8.6752
508914,2-amino-N-[2-[[(3R)-1-[(4-bromo-2-fluorophenyl)methyl]pyrrolidin-3-yl]amino]-2-oxoethyl]-5-(trifluoromethyl)benzamide,C1CN(CC1NC(=O)CNC(=O)C2=C(C=CC(=C2)C(F)(F)F)N)CC3=C(C=C(C=C3)Br)F,517.3210000000001,32,21,2,4,0,5,2,-8.0649,0.2795,8.4567
826597,"2-[[(6S)-3-chloro-5,6-dihydrobenzo[b][1]benzothiepin-6-yl]sulfanyl]acetic acid",C1C(C2=CC=CC=C2SC3=C1C=C(C=C3)Cl)SCC(=O)O,336.86500000000007,21,16,2,0,2,1,2,-7.9374,0.2863,8.3626
360438,N-(4-chloro-2-methylphenyl)-5-oxo-5-(2-oxocyclopentyl)pentanamide,CC1=C(C=CC(=C1)Cl)NC(=O)CCCC(=O)C2CCCC2=O,321.8040000000001,22,17,3,1,0,1,1,-8.576,0.4405,8.9006
937590,"2-(3,4-dihydro-1H-isoquinolin-2-yl)-N-(6-methyl-1,3-benzodioxol-5-yl)acetamide",CC1=CC2=C(C=C1NC(=O)CN3CCC4=CC=CC=C4C3)OCO2,324.3800000000001,24,19,3,2,0,0,2,-7.4186,0.8201,8.3762
715708,4-chloro-N-(4-methyl-3-nitrophenyl)dithiazol-5-imine,CC1=C(C=C(C=C1)N=C2C(=NSS2)Cl)[N+](=O)[O-],287.75300000000004,17,9,2,3,2,1,2,-8.5391,-0.6295,7.9014
799282,"1-[2-(4-chlorophenyl)ethyl]-3-(2,3-dimethylphenyl)thiourea",CC1=C(C(=CC=C1)NC(=S)NCCC2=CC=C(C=C2)Cl)C,318.873,21,17,0,2,1,1,2,-7.6944,1.0141,8.7237
50761,2-(4-aminobenzoyl)oxyethyl-octan-2-ylazanium sulfamate,CCCCCCC(C)[NH2+]CCOC(=O)C1=CC=C(C=C1)N.NS(=O)(=O)[O-],389.5180000000001,26,17,5,3,1,0,1,-8.6023,1.1095,9.1529
48175,"[(6S,9R,16S,17R)-17-(2-chloroacetyl)-6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate",CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl,484.9670000000002,33,25,5,0,0,3,0,-8.6559,0.4157,8.9492
104412,(2S)-1-[(2-methylpropan-2-yl)oxycarbonyl]-5-oxopyrrolidine-2-carboxylic acid,CC(C)(C)OC(=O)N1C(CCC1=O)C(=O)O,229.23199999999997,16,10,5,1,0,0,0,-9.0433,1.0857,9.8112
656597,"[(1S,5R)-8,8-dimethyl-8-azoniabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate bromide",C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-],384.314,23,18,3,1,0,1,1,-7.8097,1.369,9.4292
821968,1-[2-(2-aminophenyl)sulfanyl-5-nitrophenyl]ethanone,CC(=O)C1=C(C=CC(=C1)[N+](=O)[O-])SC2=CC=CC=C2N,288.32800000000003,20,14,3,2,1,0,2,-8.1261,-0.7834,7.51
877346,2-amino-6-tert-butyl-4-phenylpyridine-3-carbonitrile,CC(C)(C)C1=NC(=C(C(=C1)C2=CC=CC=C2)C#N)N,251.33300000000003,19,16,0,3,0,0,2,-7.7329,0.1353,8.164
481907,tert-butyl N-[(3S)-1-[benzyl-[(3S)-2-hydroxy-5-methyl-3-[(2-methylpropan-2-yl)oxycarbonylamino]hexyl]amino]-2-hydroxy-5-methylhexan-3-yl]carbamate,CC(C)CC(C(CN(CC1=CC=CC=C1)CC(C(CC(C)C)NC(=O)OC(C)(C)C)O)O)NC(=O)OC(C)(C)C,565.7960000000002,40,31,6,3,0,0,1,-8.059,1.0403,9.109
17073,"2,3,4-trichlorobut-1-ene",C=C(C(CCl)Cl)Cl,159.443,7,4,0,0,0,3,0,-9.1204,1.5223,10.6996
130273,"[(3S,8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] N-(4-iodophenyl)carbamate",CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)NC5=CC=C(C=C5)I)C)C,561.5040000000001,33,28,3,1,0,1,1,-8.0258,0.8259,8.8974
