cid,iupac_name,canonical_smiles,mol_wt_rdkit,heavy_atom_count,C_count,O_count,N_count,S_count,halogen_count,aromatic_ring_count,library_canonical_check,in_qm9
199255,"(12S,14R)-9-methoxy-4,4-dimethyl-11-oxa-4-azoniatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol",C[N+]1(CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O)C,302.394,22,18,3,1,0,0,1,COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](C)(C)C2,False
777494,naphthalen-2-yl 4-chloro-3-nitrobenzoate,C1=CC=C2C=C(C=CC2=C1)OC(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],327.723,23,17,4,1,0,1,3,O=C(Oc1ccc2ccccc2c1)c1ccc(Cl)c([N+](=O)[O-])c1,False
123015,"3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-1H-indol-2-one",CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C,238.29,18,15,1,2,0,0,2,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,False
783160,1-[(4-phenylmethoxyphenyl)methyl]piperidine,C1CCN(CC1)CC2=CC=C(C=C2)OCC3=CC=CC=C3,281.399,21,19,1,1,0,0,2,c1ccc(COc2ccc(CN3CCCCC3)cc2)cc1,False
790974,[(2R)-1-[[2-(trifluoromethyl)phenyl]methyl]piperidin-2-yl]methanol,C1CCN(C(C1)CO)CC2=CC=CC=C2C(F)(F)F,273.29799999999994,19,14,1,1,0,3,1,OCC1CCCCN1Cc1ccccc1C(F)(F)F,False
502185,"[(2S,5R)-5-(5-methyl-2,4-dioxopyrimidin-1-yl)-2,5-dihydrofuran-2-yl]methyl N-(2-pyridin-2-ylethyl)carbamate",CC1=CN(C(=O)NC1=O)C2C=CC(O2)COC(=O)NCCC3=CC=CC=N3,372.3810000000001,27,18,5,4,0,0,2,Cc1cn(C2C=CC(COC(=O)NCCc3ccccn3)O2)c(=O)[nH]c1=O,False
958862,4-methyl-3-nitro-N-(2-oxochromen-6-yl)benzamide,CC1=C(C=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC(=O)C=C3)[N+](=O)[O-],324.29200000000003,24,17,5,2,0,0,3,Cc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)cc1[N+](=O)[O-],False
254378,"4-(2,5-dimethylphenyl)-2-methyl-4-oxobutanoic acid",CC1=CC(=C(C=C1)C)C(=O)CC(C)C(=O)O,220.268,16,13,3,0,0,0,1,Cc1ccc(C)c(C(=O)CC(C)C(=O)O)c1,False
729418,2-(2-bromophenoxy)-N-(2-methylpropyl)acetamide,CC(C)CNC(=O)COC1=CC=CC=C1Br,286.169,16,12,2,1,0,1,1,CC(C)CNC(=O)COc1ccccc1Br,False
633761,"5-(4-methylphenyl)-3-[4-[5-(4-methylphenyl)-1H-1,2,4-triazol-3-yl]phenyl]-1H-1,2,4-triazole",CC1=CC=C(C=C1)C2=NC(=NN2)C3=CC=C(C=C3)C4=NNC(=N4)C5=CC=C(C=C5)C,392.4660000000001,30,24,0,6,0,0,5,Cc1ccc(-c2nc(-c3ccc(-c4n[nH]c(-c5ccc(C)cc5)n4)cc3)n[nH]2)cc1,False
737955,6-methoxy-4-methylidene-3-phenyl-1H-quinazolin-2-one,COC1=CC2=C(C=C1)NC(=O)N(C2=C)C3=CC=CC=C3,266.29999999999995,20,16,2,2,0,0,2,C=C1c2cc(OC)ccc2NC(=O)N1c1ccccc1,False
214448,"4,5-diphenyl-2-(2-pyrrolidin-1-ylethyl)-1,3-oxazole",C1CCN(C1)CCC2=NC(=C(O2)C3=CC=CC=C3)C4=CC=CC=C4,318.42,24,21,1,2,0,0,3,c1ccc(-c2nc(CCN3CCCC3)oc2-c2ccccc2)cc1,False
415899,"2-[2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethenyl]-1,7-dimethyl-2H-quinoline",CC1=CC2=C(C=CC(N2C)C=CC3=C(N(C(=C3)C)C4=CC=CC=C4)C)C=C1,354.497,27,25,0,2,0,0,3,Cc1ccc2c(c1)N(C)C(C=Cc1cc(C)n(-c3ccccc3)c1C)C=C2,False
959580,N-[2-[(2S)-butan-2-yl]phenyl]-3-chloro-4-methylbenzamide,CCC(C)C1=CC=CC=C1NC(=O)C2=CC(=C(C=C2)C)Cl,301.817,21,18,1,1,0,1,2,CCC(C)c1ccccc1NC(=O)c1ccc(C)c(Cl)c1,False
250957,"2-(2-amino-4-hydroxy-1,3-thiazol-5-yl)acetic acid",C(C1=C(N=C(S1)N)O)C(=O)O,174.181,11,5,3,2,1,0,1,Nc1nc(O)c(CC(=O)O)s1,False
337238,"(1,1,1,3,3,3-hexafluoro-2-phenylpropan-2-yl) 4-chlorobenzoate",C1=CC=C(C=C1)C(C(F)(F)F)(C(F)(F)F)OC(=O)C2=CC=C(C=C2)Cl,382.687,25,16,2,0,0,7,2,O=C(OC(c1ccccc1)(C(F)(F)F)C(F)(F)F)c1ccc(Cl)cc1,False
813186,"(2R)-N-tert-butyl-2-[3-(4-chlorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidine-1-carboxamide",CC(C)(C)NC(=O)N1CCCC1C2=NC(=NO2)C3=CC=C(C=C3)Cl,348.83399999999995,24,17,2,4,0,1,2,CC(C)(C)NC(=O)N1CCCC1c1nc(-c2ccc(Cl)cc2)no1,False
296810,"[2,3-diphenyl-2-(2-phenyl-1,3-dithian-2-yl)aziridin-1-yl]-phenylmethanone",C1CSC(SC1)(C2=CC=CC=C2)C3(C(N3C(=O)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6,493.6970000000002,35,31,1,1,2,0,4,O=C(c1ccccc1)N1C(c2ccccc2)C1(c1ccccc1)C1(c2ccccc2)SCCCS1,False
399153,2-(4-fluoroanilino)-N-(4-fluorophenyl)-7-oxochromene-3-carboxamide,C1=CC(=CC=C1NC2=C(C=C3C=CC(=O)C=C3O2)C(=O)NC4=CC=C(C=C4)F)F,392.361,29,22,3,2,0,2,2,O=C(Nc1ccc(F)cc1)c1cc2ccc(=O)cc-2oc1Nc1ccc(F)cc1,False
488900,4-imidazol-1-yl-6-methyl-2-(3-methylpiperidin-1-yl)-5-nitropyrimidine,CC1CCCN(C1)C2=NC(=C(C(=N2)N3C=CN=C3)[N+](=O)[O-])C,302.3380000000001,22,14,2,6,0,0,2,Cc1nc(N2CCCC(C)C2)nc(-n2ccnc2)c1[N+](=O)[O-],False
559573,"N-[1-(4-chlorophenyl)tetrazol-5-yl]-N',N'-diethylpropane-1,3-diamine",CCN(CC)CCCNC1=NN=NN1C2=CC=C(C=C2)Cl,308.817,21,14,0,6,0,1,2,CCN(CC)CCCNc1nnnn1-c1ccc(Cl)cc1,False
680234,(3R)-N-(4-ethoxyphenyl)-5-oxo-1-phenylpyrrolidine-3-carboxamide,CCOC1=CC=C(C=C1)NC(=O)C2CC(=O)N(C2)C3=CC=CC=C3,324.38,24,19,3,2,0,0,2,CCOc1ccc(NC(=O)C2CC(=O)N(c3ccccc3)C2)cc1,False
376711,"1,3-di(thiophen-3-yl)prop-2-en-1-one",C1=CSC=C1C=CC(=O)C2=CSC=C2,220.318,14,11,1,0,2,0,2,O=C(C=Cc1ccsc1)c1ccsc1,False
323405,"14-hydroxy-13-methyl-17-(6-oxopyran-3-yl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthrene-10-carbaldehyde",CC12CCC3C(C1(CCC2C4=COC(=O)C=C4)O)CCC5=CC(CCC35C=O)OC6C(C(C(C(O6)CO)O)O)O,560.6400000000006,40,30,10,0,0,0,1,CC12CCC3C(CCC4=CC(OC5OC(CO)C(O)C(O)C5O)CCC43C=O)C1(O)CCC2c1ccc(=O)oc1,False
274268,"diethyl 4-hydroxyoxane-2,6-dicarboxylate",CCOC(=O)C1CC(CC(O1)C(=O)OCC)O,246.259,17,11,6,0,0,0,0,CCOC(=O)C1CC(O)CC(C(=O)OCC)O1,False
377115,N-(2-methylphenyl)-3-oxo-2-[(2-sulfanylbenzimidazol-1-yl)methylidene]butanamide,CC1=CC=CC=C1NC(=O)C(=CN2C3=CC=CC=C3N=C2S)C(=O)C,351.4310000000001,25,19,2,3,1,0,3,CC(=O)C(=Cn1c(S)nc2ccccc21)C(=O)Nc1ccccc1C,False
537728,"O-(2,2-dimethylpropyl) aminosulfanylmethanethioate",CC(C)(C)COC(=S)SN,179.31,10,6,1,1,2,0,0,CC(C)(C)COC(=S)SN,False
925696,4-methyl-N-[4-(4-methylpiperazin-1-yl)phenyl]benzamide,CC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C,309.41300000000007,23,19,1,3,0,0,2,Cc1ccc(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)cc1,False
521434,"4-butan-2-yl-2,6-dicyclohexylphenol",CCC(C)C1=CC(=C(C(=C1)C2CCCCC2)O)C3CCCCC3,314.51300000000015,23,22,1,0,0,0,1,CCC(C)c1cc(C2CCCCC2)c(O)c(C2CCCCC2)c1,False
488641,8-[(2R)-2-(aminomethyl)pyrrolidin-1-yl]-1-cyclopropyl-7-fluoro-9-methyl-4-oxoquinolizine-3-carboxylic acid,CC1=C(C(=CN2C1=C(C=C(C2=O)C(=O)O)C3CC3)F)N4CCCC4CN,359.4010000000002,26,19,3,3,0,1,2,Cc1c(N2CCCC2CN)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,False
103399,3-methyl-3-(4-methylpent-3-enyl)oxirane-2-carboxylic acid,CC(=CCCC1(C(O1)C(=O)O)C)C,184.235,13,10,3,0,0,0,0,CC(C)=CCCC1(C)OC1C(=O)O,False
841815,[[5-(4-chlorophenyl)furan-2-yl]methylideneamino]thiourea,C1=CC(=CC=C1C2=CC=C(O2)C=NNC(=S)N)Cl,279.75199999999995,18,12,1,3,1,1,2,NC(=S)NN=Cc1ccc(-c2ccc(Cl)cc2)o1,False
757506,(3S)-3-hydroxy-3-(1H-indol-3-yl)-1H-indol-2-one,C1=CC=C2C(=C1)C(=CN2)C3(C4=CC=CC=C4NC3=O)O,264.284,20,16,2,2,0,0,3,O=C1Nc2ccccc2C1(O)c1c[nH]c2ccccc12,False
798626,"(5,8-dioxo-2,3-dihydro-1H-pyrazolo[1,2-a]pyridazin-2-yl) 2-chlorobenzoate",C1C(CN2N1C(=O)C=CC2=O)OC(=O)C3=CC=CC=C3Cl,306.7049999999999,21,14,4,2,0,1,2,O=C(OC1Cn2c(=O)ccc(=O)n2C1)c1ccccc1Cl,False
880522,N-[[5-[(2S)-butan-2-yl]-2-hydroxyphenyl]carbamothioyl]thiophene-2-carboxamide,CCC(C)C1=CC(=C(C=C1)O)NC(=S)NC(=O)C2=CC=CS2,334.46600000000007,22,16,2,2,2,0,2,CCC(C)c1ccc(O)c(NC(=S)NC(=O)c2cccs2)c1,False
335789,2-chloroethyl (4-nitrophenyl)methanesulfonate,C1=CC(=CC=C1CS(=O)(=O)OCCCl)[N+](=O)[O-],279.701,17,9,5,1,1,1,1,O=[N+]([O-])c1ccc(CS(=O)(=O)OCCCl)cc1,False
958746,5-cinnamylidene-3-methyl-2-sulfanylideneimidazolidin-4-one,CN1C(=O)C(=CC=CC2=CC=CC=C2)NC1=S,244.319,17,13,1,2,1,0,1,CN1C(=O)C(=CC=Cc2ccccc2)NC1=S,False
212995,[2-(carbamoyloxymethyl)-2-cyclohexylbutyl] carbamate,CCC(COC(=O)N)(COC(=O)N)C1CCCCC1,272.345,19,13,4,2,0,0,0,CCC(COC(N)=O)(COC(N)=O)C1CCCCC1,False
328123,"2-phenyl-3,3a,4,5,6,7-hexahydro-2H-[1,2]oxazolo[2,3-a]pyridine",C1CCN2C(C1)CC(O2)C3=CC=CC=C3,203.285,15,13,1,1,0,0,1,c1ccc(C2CC3CCCCN3O2)cc1,False
434038,"[2-(15-acetyloxy-8,11-dihydroxy-1,5-dimethyl-5-tetracyclo[8.6.0.02,7.011,14]hexadec-2-enyl)-2-bromoethyl] acetate",CC(=O)OCC(C1(CC=C2C(C1)C(CC3C2(CC(C4C3(CC4)O)OC(=O)C)C)O)C)Br,499.4420000000002,31,24,6,0,0,1,0,CC(=O)OCC(Br)C1(C)CC=C2C(C1)C(O)CC1C2(C)CC(OC(C)=O)C2CCC21O,False
47937,"ethyl 2-[3-[(6-chloro-1,3-benzothiazol-2-yl)oxy]phenoxy]propanoate",CCOC(=O)C(C)OC1=CC=CC(=C1)OC2=NC3=C(S2)C=C(C=C3)Cl,377.8490000000001,25,18,4,1,1,1,3,CCOC(=O)C(C)Oc1cccc(Oc2nc3ccc(Cl)cc3s2)c1,False
589850,"2-oxo-3,4-dihydro-1H-quinoline-4-carboxylic acid",C1C(C2=CC=CC=C2NC1=O)C(=O)O,191.186,14,10,3,1,0,0,1,O=C1CC(C(=O)O)c2ccccc2N1,False
906059,3-[(Z)-3-chlorobut-2-enyl]-2-methyl-4-oxo-1H-quinoline-6-carboxylic acid,CC1=C(C(=O)C2=C(N1)C=CC(=C2)C(=O)O)CC=C(C)Cl,291.7339999999999,20,15,3,1,0,1,2,CC(Cl)=CCc1c(C)[nH]c2ccc(C(=O)O)cc2c1=O,False
232023,1-fluoro-2-iodo-4-methylbenzene,CC1=CC(=C(C=C1)F)I,236.027,9,7,0,0,0,2,1,Cc1ccc(F)c(I)c1,False
777260,4-methoxy-3-[(4-methoxyphenyl)sulfamoyl]benzoic acid,COC1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)C(=O)O)OC,337.35300000000007,23,15,6,1,1,0,2,COc1ccc(NS(=O)(=O)c2cc(C(=O)O)ccc2OC)cc1,False
153012,"4-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-2,5,12-trihydroxy-7-methoxy-6,11-dioxo-3,4-dihydro-1H-tetracene-2-carbaldehyde;hydrochloride",CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C=O)O)N)O.Cl,549.9600000000003,38,26,10,1,0,1,2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C=O)CC3OC1CC(N)C(O)C(C)O1.Cl,False
273442,"(11,12-dihydroxy-1,15,15-trimethyl-8-oxo-14,16-dioxatetracyclo[7.7.1.02,7.013,17]heptadeca-2(7),3,5-trien-6-yl) acetate",CC(=O)OC1=CC=CC2=C1C(=O)C3CC(C(C4C3C2(OC(O4)(C)C)C)O)O,376.40500000000014,27,20,7,0,0,0,1,CC(=O)Oc1cccc2c1C(=O)C1CC(O)C(O)C3OC(C)(C)OC2(C)C13,False
580190,"N-(5-methyl-1,3,4-thiadiazol-2-yl)-2-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]butanamide",CCC(C(=O)NC1=NN=C(S1)C)SC2=NN=CN2C,298.39700000000005,19,10,1,6,2,0,2,CCC(Sc1nncn1C)C(=O)Nc1nnc(C)s1,False
980166,"8-(4-benzylpiperazin-1-yl)-1,3-dimethyl-7-[(3-methylphenyl)methyl]purine-2,6-dione",CC1=CC(=CC=C1)CN2C3=C(N=C2N4CCN(CC4)CC5=CC=CC=C5)N(C(=O)N(C3=O)C)C,458.5660000000002,34,26,2,6,0,0,4,Cc1cccc(Cn2c(N3CCN(Cc4ccccc4)CC3)nc3c2c(=O)n(C)c(=O)n3C)c1,False
612402,"4-amino-N'-[(3-iodophenyl)methoxy]-1,2,5-oxadiazole-3-carboximidamide",C1=CC(=CC(=C1)I)CON=C(C2=NON=C2N)N,359.1270000000001,18,10,2,5,0,1,2,NC(=NOCc1cccc(I)c1)c1nonc1N,False
607276,3-(4-chlorophenyl)pentanedioic acid,C1=CC(=CC=C1C(CC(=O)O)CC(=O)O)Cl,242.658,16,11,4,0,0,1,1,O=C(O)CC(CC(=O)O)c1ccc(Cl)cc1,False
754988,"4,4-dimethyl-2,6-dioxo-N-phenylcyclohexane-1-carbothioamide",CC1(CC(=O)C(C(=O)C1)C(=S)NC2=CC=CC=C2)C,275.37300000000005,19,15,2,1,1,0,1,CC1(C)CC(=O)C(C(=S)Nc2ccccc2)C(=O)C1,False
437863,2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CO)C(=O)NC(CO)C(=O)O)N,339.3480000000001,24,15,6,3,0,0,1,NC(Cc1ccccc1)C(=O)NC(CO)C(=O)NC(CO)C(=O)O,False
309532,N-[3-[(2-bromoacetyl)amino]phenyl]-2-(3-chlorophenoxy)acetamide,C1=CC(=CC(=C1)NC(=O)CBr)NC(=O)COC2=CC(=CC=C2)Cl,397.6560000000002,23,16,3,2,0,2,2,O=C(CBr)Nc1cccc(NC(=O)COc2cccc(Cl)c2)c1,False
345889,2-(benzyldisulfanyl)butanedioic acid,C1=CC=C(C=C1)CSSC(CC(=O)O)C(=O)O,272.347,17,11,4,0,2,0,1,O=C(O)CC(SSCc1ccccc1)C(=O)O,False
241193,"2-[(4-fluorophenyl)methylsulfanyl]-N,5-dimethylpyrimidin-4-amine",CC1=CN=C(N=C1NC)SCC2=CC=C(C=C2)F,263.341,18,13,0,3,1,1,2,CNc1nc(SCc2ccc(F)cc2)ncc1C,False
398291,"[4-(6-aminoimidazo[1,2-a]pyridin-2-yl)phenyl] N,N-dimethylcarbamate",CN(C)C(=O)OC1=CC=C(C=C1)C2=CN3C=C(C=CC3=N2)N,296.33000000000004,22,16,2,4,0,0,3,CN(C)C(=O)Oc1ccc(-c2cn3cc(N)ccc3n2)cc1,False
597468,2-methyl-N-[[phenyl(pyridin-4-yl)methylidene]amino]benzenesulfonamide,CC1=CC=CC=C1S(=O)(=O)NN=C(C2=CC=CC=C2)C3=CC=NC=C3,351.43100000000004,25,19,2,3,1,0,3,Cc1ccccc1S(=O)(=O)NN=C(c1ccccc1)c1ccncc1,False
873845,3-cyclopentyl-N-(3-fluorophenyl)propanamide,C1CCC(C1)CCC(=O)NC2=CC(=CC=C2)F,235.302,17,14,1,1,0,1,1,O=C(CCC1CCCC1)Nc1cccc(F)c1,False
577391,"6H-imidazo[4,5-d]pyridazine",C1=C2C(=NC=N2)C=NN1,120.115,9,5,0,4,0,0,0,c1nc2cn[nH]cc-2n1,False
686407,"3-phenoxy-1,2-benzothiazole 1,1-dioxide",C1=CC=C(C=C1)OC2=NS(=O)(=O)C3=CC=CC=C32,259.286,18,13,3,1,1,0,2,O=S1(=O)N=C(Oc2ccccc2)c2ccccc21,False
989295,"N-(2,4-dimethylphenyl)-2-[methylsulfonyl(2-phenylethyl)amino]acetamide",CC1=CC(=C(C=C1)NC(=O)CN(CCC2=CC=CC=C2)S(=O)(=O)C)C,360.479,25,19,3,2,1,0,2,Cc1ccc(NC(=O)CN(CCc2ccccc2)S(C)(=O)=O)c(C)c1,False
718114,N-(4-chlorophenyl)-9H-xanthene-9-carboxamide,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NC4=CC=C(C=C4)Cl,335.79,24,20,2,1,0,1,3,O=C(Nc1ccc(Cl)cc1)C1c2ccccc2Oc2ccccc21,False
800442,"N-(2,5-dimethylphenyl)-4-(2-hydroxyethyl)piperazine-1-carbothioamide",CC1=CC(=C(C=C1)C)NC(=S)N2CCN(CC2)CCO,293.43600000000004,20,15,1,3,1,0,1,Cc1ccc(C)c(NC(=S)N2CCN(CCO)CC2)c1,False
861502,"2-[[5-(4-tert-butylphenyl)-1,3,4-oxadiazol-2-yl]sulfanyl]-N,N-diethylacetamide",CCN(CC)C(=O)CSC1=NN=C(O1)C2=CC=C(C=C2)C(C)(C)C,347.4840000000001,24,18,2,3,1,0,2,CCN(CC)C(=O)CSc1nnc(-c2ccc(C(C)(C)C)cc2)o1,False
512357,"7-methyl-3-(2,2,2-trifluoroethylsulfanylmethyl)imidazo[1,2-a]pyridine",CC1=CC2=NC=C(N2C=C1)CSCC(F)(F)F,260.284,17,11,0,2,1,3,2,Cc1ccn2c(CSCC(F)(F)F)cnc2c1,False
758706,"diethyl 4-(3-fluorophenyl)-1-methyl-4H-pyridine-3,5-dicarboxylate",CCOC(=O)C1=CN(C=C(C1C2=CC(=CC=C2)F)C(=O)OCC)C,333.3590000000001,24,18,4,1,0,1,1,CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(F)c1,False
775521,4-(2-methoxy-5-methylphenyl)sulfonylmorpholine,CC1=CC(=C(C=C1)OC)S(=O)(=O)N2CCOCC2,271.338,18,12,4,1,1,0,1,COc1ccc(C)cc1S(=O)(=O)N1CCOCC1,False
514427,"4-(3,5-dichlorophenyl)sulfanyl-1-methyl-3-propan-2-yl-5-(pyridin-4-ylmethoxymethyl)imidazol-2-one",CC(C)N1C(=C(N(C1=O)C)COCC2=CC=NC=C2)SC3=CC(=CC(=C3)Cl)Cl,438.38,28,20,2,3,1,2,3,CC(C)n1c(Sc2cc(Cl)cc(Cl)c2)c(COCc2ccncc2)n(C)c1=O,False
483215,"[(3aR,4S,11aR)-10-(hydroxymethyl)-6-methyl-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3,4-dihydroxy-2-methylidenebutanoate",CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)C(CO)O)C(=C)C(=O)O2)CO,378.4210000000001,27,20,7,0,0,0,0,C=C(C(=O)OC1CC(C)=CCCC(CO)=CC2OC(=O)C(=C)C21)C(O)CO,False
176406,3-[benzyl(propan-2-yl)amino]-1-naphthalen-2-ylpropan-1-one;hydrochloride,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3.Cl,367.92,26,23,1,1,0,1,3,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1.Cl,False
768368,"N-[(1S)-2,2,2-trichloro-1-hydroxyethyl]furan-2-carboxamide",C1=COC(=C1)C(=O)NC(C(Cl)(Cl)Cl)O,258.488,14,7,3,1,0,3,1,O=C(NC(O)C(Cl)(Cl)Cl)c1ccco1,False
833593,"2-(2-propan-2-ylphenoxy)-N-(2,4,6-trimethylphenyl)acetamide",CC1=CC(=C(C(=C1)C)NC(=O)COC2=CC=CC=C2C(C)C)C,311.42500000000007,23,20,2,1,0,0,2,Cc1cc(C)c(NC(=O)COc2ccccc2C(C)C)c(C)c1,False
369284,"methyl (2R)-2-[(3R)-6-[(2R,4aS,8aR,9aR)-4,4,7,9a-tetramethyl-2,3,3a,4a,5,6,8a,9-octahydrobenzo[f][1]benzofuran-2-yl]-6-methyldioxan-3-yl]propanoate",CC1=CC2CC3(C(CC(O3)C4(CCC(OO4)C(C)C(=O)OC)C)C(C2CC1)(C)C)C,420.59000000000026,30,25,5,0,0,0,0,COC(=O)C(C)C1CCC(C)(C2CC3C(C)(CC4C=C(C)CCC4C3(C)C)O2)OO1,False
146758,"(7S)-7-(1H-indol-3-ylmethyl)-5,7-dihydroquinazolino[3,2-d][1,4]benzodiazepine-6,9-dione",C1=CC=C2C(=C1)C(=CN2)CC3C(=O)NC4=CC=CC=C4C5=NC6=CC=CC=C6C(=O)N35,406.44500000000016,31,25,2,4,0,0,5,O=C1Nc2ccccc2-c2nc3ccccc3c(=O)n2C1Cc1c[nH]c2ccccc12,False
755304,"ethyl (2S)-2-cyano-2-[(4R)-2,2-dimethyl-4-(4-methylphenyl)oxan-4-yl]acetate",CCOC(=O)C(C#N)C1(CCOC(C1)(C)C)C2=CC=C(C=C2)C,315.413,23,19,3,1,0,0,1,CCOC(=O)C(C#N)C1(c2ccc(C)cc2)CCOC(C)(C)C1,False
573096,N-[2-(4-fluorophenyl)ethyl]-N'-(4-methylphenyl)oxamide,CC1=CC=C(C=C1)NC(=O)C(=O)NCCC2=CC=C(C=C2)F,300.333,22,17,2,2,0,1,2,Cc1ccc(NC(=O)C(=O)NCCc2ccc(F)cc2)cc1,False
512037,2-amino-5-bromo-6-[3-(trifluoromethyl)phenyl]-1H-pyrimidin-4-one,C1=CC(=CC(=C1)C(F)(F)F)C2=C(C(=O)N=C(N2)N)Br,334.095,19,11,1,3,0,4,2,Nc1nc(=O)c(Br)c(-c2cccc(C(F)(F)F)c2)[nH]1,False
192989,"3-[(6-hydroxy-5-methyl-2-oxo-1H-pyridin-3-yl)imino]-5-methylpyridine-2,6-dione",CC1=CC(=NC2=CC(=C(NC2=O)O)C)C(=O)NC1=O,261.237,19,12,4,3,0,0,1,CC1=CC(=Nc2cc(C)c(O)[nH]c2=O)C(=O)NC1=O,False
961439,4-[(2-methoxyphenyl)methylideneamino]benzoic acid,COC1=CC=CC=C1C=NC2=CC=C(C=C2)C(=O)O,255.273,19,15,3,1,0,0,2,COc1ccccc1C=Nc1ccc(C(=O)O)cc1,False
932567,"1-cyclohexyl-6-hydroxy-5-(C-methyl-N-piperidin-1-ylcarbonimidoyl)pyrimidine-2,4-dione",CC(=NN1CCCCC1)C2=C(N(C(=O)NC2=O)C3CCCCC3)O,334.42000000000024,24,17,3,4,0,0,1,CC(=NN1CCCCC1)c1c(O)n(C2CCCCC2)c(=O)[nH]c1=O,False
568472,"8-piperidin-1-ylquinoline-5,6-dione",C1CCN(CC1)C2=CC(=O)C(=O)C3=C2N=CC=C3,242.278,18,14,2,2,0,0,1,O=C1C=C(N2CCCCC2)c2ncccc2C1=O,False
672986,"2-(4-chlorophenyl)sulfanyl-N-(3-cyano-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl)acetamide",C1CC2=C(C1)SC(=C2C#N)NC(=O)CSC3=CC=C(C=C3)Cl,348.88,22,16,1,2,2,1,2,N#Cc1c(NC(=O)CSc2ccc(Cl)cc2)sc2c1CCC2,False
61586,4-(ethoxymethyl)-2-methoxyphenol,CCOCC1=CC(=C(C=C1)O)OC,182.219,13,10,3,0,0,0,1,CCOCc1ccc(O)c(OC)c1,False
549396,"(4b,8-dimethyl-2-propan-2-yl-6,7,8,8a,9,10-hexahydro-5H-phenanthren-9-yl)-(1H-imidazol-2-yl)methanone",CC1CCCC2(C1C(CC3=C2C=CC(=C3)C(C)C)C(=O)C4=NC=CN4)C,350.50600000000003,26,23,1,2,0,0,2,CC(C)c1ccc2c(c1)CC(C(=O)c1ncc[nH]1)C1C(C)CCCC21C,False
35467,"N,N-dibutyl-4-octoxynaphthalene-1-carboximidamide",CCCCCCCCOC1=CC=C(C2=CC=CC=C21)C(=N)N(CCCC)CCCC,410.6460000000004,30,27,1,2,0,0,2,CCCCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12,False
879828,(2S)-N-cycloheptyl-2-phenylbutanamide,CCC(C1=CC=CC=C1)C(=O)NC2CCCCCC2,259.3929999999999,19,17,1,1,0,0,1,CCC(C(=O)NC1CCCCCC1)c1ccccc1,False
887827,N-[(2S)-butan-2-yl]-N-[(2R)-butan-2-yl]-4-methylbenzenesulfonamide,CCC(C)N(C(C)CC)S(=O)(=O)C1=CC=C(C=C1)C,283.437,19,15,2,1,1,0,1,CCC(C)N(C(C)CC)S(=O)(=O)c1ccc(C)cc1,False
77942,N-(2-chloroethyl)-N-propan-2-ylpropan-2-amine;hydrochloride,CC(C)N(CCCl)C(C)C.Cl,200.153,11,8,0,1,0,2,0,CC(C)N(CCCl)C(C)C.Cl,False
